area,perimetro,maior-eixo,menor-eixo,arredondamento,area-convexa,extensao,classe
11774,433.72900390625,180.27848815918,84.2235107421875,0.8841592669487,12036,0.7976964712142941,1
11973,436.183013916016,177.134170532227,87.4583206176758,0.8696092367172241,12197,0.5988895297050479,1
12994,453.941009521484,192.165985107422,86.5555267333984,0.8928164839744571,13152,0.814160406589508,1
13950,476.337005615234,193.63523864746102,92.9441680908203,0.8772705793380741,14280,0.7156414985656742,0
14060,496.035003662109,211.375518798828,85.9352645874023,0.91362738609314,14448,0.672598540782928,0
15655,513.301025390625,216.09899902343798,93.56714630126949,0.9014021754264828,16085,0.565652549266815,0
12004,449.035003662109,186.648529052734,83.41326904296871,0.894583821296692,12417,0.758115470409393,0
10392,416.489013671875,177.366348266602,75.5669479370117,0.904699563980103,10559,0.562459409236908,1
14795,497.515991210938,213.603179931641,89.84618377685551,0.907236039638519,15002,0.803072273731232,0
11173,420.933990478516,175.654586791992,81.6638717651367,0.885357022285461,11396,0.801966667175293,1
11350,445.911010742188,187.854919433594,78.408821105957,0.9087273478508,11771,0.670566022396088,1
11693,424.503997802734,176.024063110352,84.99131774902341,0.8757090568542479,11842,0.606735169887543,1
13697,482.38400268554705,206.734451293945,85.1809310913086,0.91117000579834,13927,0.597079336643219,0
14106,485.579986572266,199.92106628418,91.5904159545898,0.8888837099075321,14515,0.576225519180298,0
13677,494.635009765625,219.599563598633,79.6316604614258,0.9319362640380859,13936,0.532096147537231,0
16678,523.309997558594,216.897369384766,99.0448989868164,0.8896494507789608,17089,0.8034492731094359,0
10737,412.305999755859,165.551620483398,83.9219284057617,0.8619913458824159,11017,0.614104330539703,1
12798,469.298004150391,202.16540527343702,81.580680847168,0.914964497089386,13152,0.780365824699402,0
11232,427.429992675781,180.437194824219,80.5656051635742,0.8947825431823729,11424,0.598784506320953,1
13321,473.993011474609,199.272567749023,85.9288330078125,0.9022503495216371,13758,0.564568758010864,0
12871,448.58200073242205,183.874542236328,90.2762985229492,0.871178269386292,13102,0.7337247729301449,1
15147,510.015991210938,213.156173706055,91.69268798828121,0.902749478816986,15719,0.588735997676849,0
13907,485.72000122070295,202.581085205078,89.20242309570308,0.897836267948151,14358,0.555724263191223,0
11590,435.846008300781,176.939529418945,84.8096008300781,0.877643465995789,11880,0.723651349544525,1
13548,479.74899291992205,203.271881103516,85.6024627685547,0.9070035219192509,13850,0.554427921772003,0
12809,455.14401245117205,189.07946777343798,87.2080307006836,0.8872836232185359,13025,0.590004622936249,0
14887,493.045013427734,199.16491699218798,96.6937026977539,0.874239087104797,15347,0.617128908634186,0
12840,466.903015136719,198.155975341797,83.2342529296875,0.9075036644935609,13091,0.591378033161163,0
11241,417.158996582031,169.247787475586,85.4587860107422,0.8631585836410519,11390,0.628691256046295,1
15042,502.213989257813,212.094375610352,91.29269409179692,0.9026219248771671,15416,0.7021097540855411,0
16436,529.862976074219,230.931045532227,91.065185546875,0.918964922428131,16648,0.6341049671173101,0
14106,487.252014160156,209.569381713867,86.5551986694336,0.9107244610786441,14348,0.542705476284027,0
11136,427.109985351563,175.653076171875,81.9187774658203,0.884591400623322,11474,0.5743759274482729,1
9759,391.484008789062,159.028137207031,79.177978515625,0.867242157459259,9999,0.7321080565452579,1
13302,482.690002441406,209.397109985352,81.748908996582,0.9206447601318359,13827,0.595327615737915,0
12274,453.128997802734,190.984039306641,82.711311340332,0.901355624198914,12466,0.5603542923927309,1
17856,530.416015625,223.29235839843702,102.90127563476601,0.8874850273132321,18062,0.79572194814682,0
10576,417.01998901367205,175.390823364258,77.4555892944336,0.897203624248505,10729,0.565924644470215,1
8709,383.527008056641,164.193893432617,67.93288421630861,0.9103970527648929,8873,0.7679893970489499,1
15529,509.016998291016,207.051315307617,96.9881134033203,0.883503019809723,15993,0.5997374057769781,0
14431,497.06298828125,212.04566955566398,87.8514175415039,0.910138487815857,14805,0.648642599582672,0
14398,487.723999023438,210.091690063477,87.59719848632808,0.908930599689484,14654,0.78531688451767,0
11559,435.184997558594,178.782073974609,83.54547119140621,0.8840970396995541,11796,0.6663784384727479,1
12036,436.15499877929705,177.336578369141,87.9798583984375,0.8682551383972171,12353,0.615431785583496,1
13779,481.976013183594,200.478576660156,88.84671020507808,0.896436095237732,14192,0.571980059146881,0
10496,407.322998046875,167.92936706543,80.18907165527341,0.878622710704803,10666,0.703296720981598,1
12092,449.18899536132795,192.579498291016,80.4222793579102,0.9086284041404721,12298,0.583928942680359,0
9330,391.16598510742205,161.42541503906298,74.86387634277341,0.885956883430481,9624,0.576352834701538,1
13410,483.152008056641,205.875762939453,84.6506042480469,0.9115571975708009,13866,0.73142796754837,0
16606,516.364990234375,211.594207763672,101.76990509033199,0.8767384886741642,17032,0.707119762897491,0
12635,439.0830078125,171.228713989258,94.81417846679692,0.8326973915100101,12929,0.631118893623352,1
13825,483.200012207031,205.755035400391,86.9825973510742,0.9062471389770509,14023,0.739581644535065,1
12260,453.572998046875,193.161331176758,81.175537109375,0.9074096083641049,12508,0.574158191680908,1
13819,487.670013427734,207.970764160156,86.187744140625,0.9100846648216251,14181,0.569691240787506,0
16085,520.705993652344,217.496307373047,95.4055709838867,0.8986561298370358,16514,0.702708601951599,0
11146,425.95999145507795,179.801177978516,79.5625534057617,0.896767020225525,11302,0.581065595149994,1
13858,490.570007324219,203.70947265625,88.1739273071289,0.9014700055122379,14265,0.6531862616539,0
10810,418.204986572266,173.548004150391,80.10408782958991,0.8871051669120792,11047,0.7352241277694699,1
11956,438.89599609375,184.643707275391,83.2184219360352,0.8926768302917479,12121,0.5770270228385931,0
11553,432.47799682617205,177.964401245117,84.0633773803711,0.8814053535461429,11845,0.5815463662147521,1
13335,474.377014160156,197.839904785156,87.5825424194336,0.8966727256774899,13702,0.667016804218292,1
15093,509.304992675781,214.428115844727,90.8832778930664,0.905736923217773,15497,0.5726155042648321,0
14852,495.816986083984,205.71363830566398,92.94775390625,0.892103672027588,15202,0.601295530796051,0
13053,480.950988769531,205.952423095703,81.6555938720703,0.9180442690849301,13478,0.683582067489624,0
8702,381.205993652344,160.718826293945,69.7333450317383,0.9009686708450321,8924,0.6411730051040649,1
10847,417.924011230469,170.366790771484,82.47300720214841,0.875017702579498,11107,0.7463189959526059,1
8968,390.49099731445295,166.476943969727,69.3682098388672,0.909051597118378,9150,0.789714694023132,1
10541,406.536010742188,162.991073608398,83.69825744628909,0.8580809831619259,10901,0.7746178507804871,1
11963,448.42599487304705,191.077056884766,80.8142318725586,0.9061574339866642,12205,0.755908012390137,0
12714,461.890014648438,196.56031799316398,83.1123962402344,0.9062071442604069,12900,0.6414085626602171,0
12817,460.552001953125,191.187881469727,86.31359100341801,0.892291605472565,13132,0.602330923080444,0
11601,447.127990722656,191.382568359375,78.3667068481445,0.9123205542564391,11925,0.5786612033843989,1
15540,516.315979003906,217.38722229003898,92.4734649658203,0.90501207113266,16084,0.6324786543846129,0
12712,456.066986083984,186.160537719727,88.9003067016602,0.878606498241425,13092,0.644886374473572,1
14654,498.10299682617205,214.654296875,87.3805465698242,0.9133944511413571,14907,0.803751647472382,0
12765,460.346008300781,196.390548706055,83.8989715576172,0.904154896736145,13139,0.574353218078613,0
13439,477.75,199.38160705566398,87.6273651123047,0.8982446789741519,13852,0.751243770122528,0
12994,460.945007324219,195.221099853516,86.2117233276367,0.8972067832946781,13196,0.815386533737183,1
12725,441.679992675781,170.232757568359,97.7390289306641,0.818750619888306,13081,0.641219437122345,1
14400,486.899993896484,200.13771057128898,93.2465133666992,0.8848311901092529,14714,0.6181318759918211,0
10798,412.013000488281,169.991134643555,81.7766342163086,0.876685440540314,11000,0.6488403081893921,1
13380,469.177001953125,190.813323974609,91.01315307617192,0.8789169192314151,13747,0.619616568088532,0
11443,421.671997070313,173.63220214843798,84.6323471069336,0.873165905475616,11644,0.6337856650352479,1
10037,395.339996337891,164.243148803711,78.4997634887695,0.878387868404388,10210,0.7648986577987671,1
11447,419.619995117187,163.92053222656298,91.2741470336914,0.8306335210800171,11831,0.7329832911491391,1
11983,432.43899536132795,172.424942016602,89.3390350341797,0.8553001284599301,12238,0.700842201709747,1
12573,471.64498901367205,199.336990356445,81.58099365234371,0.9124170541763309,12979,0.534566342830658,0
11622,425.893005371094,173.195404052734,86.71649169921871,0.865629076957703,11941,0.6035208106040949,1
15285,495.838989257813,206.33288574218702,94.7910308837891,0.8882251977920529,15517,0.6688692569732672,0
14811,512.1099853515631,217.738327026367,87.48340606689449,0.915735244750977,15090,0.5491657257080079,0
15705,498.963989257813,208.541168212891,96.63723754882808,0.8861510753631591,16009,0.7736453413963321,0
13400,468.22799682617205,187.62873840332,92.6911239624024,0.869454264640808,13756,0.599713563919067,1
14800,502.618988037109,213.994918823242,88.8556747436524,0.909719526767731,15123,0.791232287883759,0
13140,467.016998291016,192.615753173828,89.4725570678711,0.8855662345886229,13570,0.638918578624725,1
12982,466.15701293945295,200.519470214844,82.7961959838867,0.9107725024223331,13188,0.622279763221741,0
11825,437.450988769531,182.355575561523,83.6619873046875,0.8885473608970641,12044,0.7300283908843991,1
10482,402.52099609375,164.542129516602,82.0277862548828,0.866877377033234,10679,0.6181153655052191,1
10847,414.450988769531,165.58517456054702,85.0072937011719,0.858164370059967,11148,0.679721772670746,1
12919,474.601013183594,207.930206298828,79.4693298339844,0.9240828156471249,13187,0.633781373500824,0
16990,535.3389892578131,224.08717346191398,98.6626358032227,0.8978571891784671,17371,0.600905418395996,0
11930,434.805999755859,175.301193237305,87.9839096069336,0.864924848079681,12260,0.643820822238922,1
12110,448.839996337891,191.804275512695,80.6545944213867,0.9072903990745541,12313,0.6178571581840521,1
16865,517.747009277344,210.479446411133,103.80493927001999,0.8699254393577579,17234,0.650204360485077,0
11114,413.079010009766,170.099411010742,84.0069885253906,0.869535744190216,11293,0.7603995800018309,1
10267,424.94900512695295,182.409118652344,72.5378646850586,0.917530357837677,10455,0.547427356243134,1
14655,491.714996337891,200.146896362305,94.7804641723633,0.8807644844055179,15181,0.6009103059768679,0
14730,483.705993652344,196.451263427734,96.8864288330078,0.869925558567047,15006,0.653099238872528,0
14676,481.631011962891,202.402069091797,92.94723510742192,0.8883221745491031,14936,0.6505318880081179,0
11529,420.455993652344,168.257461547852,88.4854965209961,0.850550472736359,11748,0.710088670253754,1
11891,430.30099487304705,175.016738891602,87.9902877807617,0.864429771900177,12170,0.610389590263367,1
13689,483.65499877929705,202.72200012207,86.94031524658199,0.903368711471558,14183,0.7764605879783629,0
14053,497.052001953125,216.191864013672,84.1599349975586,0.9211179614067081,14416,0.8083870410919191,0
11816,453.989990234375,191.065628051758,79.9344787597656,0.9082806706428531,12079,0.767771303653717,1
12172,452.329010009766,193.692535400391,80.8077774047852,0.9088164567947391,12430,0.6780303120613101,0
13484,480.786010742188,204.207595825195,84.9012908935547,0.9094744920730591,13827,0.658559203147888,0
12653,461.619995117188,195.893859863281,83.4992980957031,0.9046065211296078,12973,0.576498985290527,0
12502,443.585998535156,179.128143310547,89.9493255615234,0.8647801280021671,12788,0.789267659187317,1
11502,425.955993652344,173.273193359375,85.45619201660159,0.8699229955673221,11776,0.6375831365585329,1
12994,457.190002441406,187.33479309082,89.4096298217773,0.878755688667297,13335,0.763589322566986,1
13268,473.433990478516,200.700836181641,84.7003479003906,0.906585156917572,13562,0.7162213325500492,0
13949,479.402008056641,200.095138549805,90.0946884155274,0.8928978443145749,14286,0.5815475583076479,0
10983,417.70999145507795,171.84034729003898,82.69300842285159,0.8765998482704159,11229,0.7748148441314701,1
13218,454.997985839844,182.578399658203,93.2371444702148,0.859777331352234,13459,0.73331481218338,1
11932,436.75900268554705,178.316558837891,86.7889404296875,0.873562097549439,12152,0.599899470806122,1
13782,457.492004394531,180.915283203125,97.973876953125,0.840671360492706,14147,0.6552560329437261,1
12043,441.156005859375,175.53205871582,88.6882476806641,0.862970769405365,12376,0.6677201390266421,1
12743,449.23001098632795,180.944763183594,90.8077163696289,0.8649528026580809,13044,0.619373977184296,1
11865,426.72799682617205,170.87170410156298,89.45922088623051,0.851997315883637,12085,0.641802370548248,1
15385,505.578002929687,211.730117797852,94.1232528686524,0.895757257938385,15726,0.58790934085846,0
14658,486.17898559570295,201.886535644531,93.20777130126949,0.887044489383698,14892,0.648297190666199,0
10913,427.618011474609,170.723297119141,83.15889739990241,0.8733475804328922,11311,0.625709533691406,1
10589,439.7080078125,191.704879760742,71.4211807250977,0.928008913993835,10817,0.510953485965729,1
10800,406.483001708984,163.40896606445298,85.19110107421879,0.85335099697113,10960,0.630656957626343,1
12467,467.205993652344,199.80615234375,80.19140625,0.9159265160560609,12900,0.7870580554008481,0
12225,436.484008789062,172.72521972656298,91.4732818603516,0.848254680633545,12537,0.646107494831085,1
11568,429.072998046875,178.332977294922,83.6375274658203,0.8832000494003299,11790,0.751217603683472,1
12261,438.898010253906,173.36474609375,90.88268280029301,0.8515778183937069,12499,0.778822362422943,1
13132,480.01901245117205,199.2529296875,85.4197158813477,0.9034469127655029,13594,0.580907702445984,0
13469,475.087005615234,203.24781799316398,84.86798095703129,0.908649742603302,13739,0.7277786731719971,0
11358,421.82199096679705,171.416076660156,85.97815704345699,0.8651137351989749,11637,0.643330514431,1
10785,437.88400268554705,181.265808105469,77.6593017578125,0.9035760760307309,11209,0.550142824649811,0
12746,446.13400268554705,182.34104919433602,89.76050567626949,0.8704441785812379,12993,0.8091670870780949,1
13043,442.497985839844,173.803634643555,96.697509765625,0.8309409022331241,13278,0.647648811340332,1
13431,482.52999877929705,212.450607299805,81.1854782104492,0.9241052269935609,13786,0.777977287769318,0
12780,437.028991699219,175.11682128906298,93.66058349609379,0.8449493646621701,12940,0.706311464309692,1
13840,476.901000976563,201.625686645508,88.2425003051758,0.899142980575562,14205,0.6305813789367679,0
13855,487.830993652344,207.108444213867,86.0237045288086,0.909659028053284,14214,0.5515525341033941,0
10061,393.382995605469,160.876907348633,80.6093292236328,0.865411281585693,10242,0.6200542449951171,1
14488,489.817993164063,204.665191650391,91.22494506835942,0.8951686024665829,14826,0.6382941007614139,0
12406,433.57199096679705,175.892868041992,91.14063262939449,0.8552837371826171,12639,0.796532928943634,1
14227,490.503997802734,206.491317749023,88.6917190551758,0.903058350086212,14529,0.687128722667694,0
16706,533.6259765625,228.156173706055,94.2075424194336,0.9107726812362671,17037,0.636249363422394,0
10697,408.843994140625,163.875228881836,84.5850524902344,0.8564950823783871,10995,0.7581148147583009,1
11502,429.742004394531,178.263748168945,83.2937927246094,0.8841250538825992,11715,0.773607730865479,1
10897,420.554992675781,168.11865234375,83.5630111694336,0.867723107337952,11174,0.640849232673645,1
16138,531.059020996094,224.347213745117,92.9473342895508,0.910139799118042,16482,0.5396602749824521,0
11891,446.40701293945295,189.055465698242,81.9135437011719,0.9012603759765629,12125,0.551914572715759,1
11396,446.28298950195295,192.23240661621102,76.5264587402344,0.917344868183136,11692,0.645153999328613,0
14145,486.608001708984,209.353210449219,86.7894744873047,0.9100219607353209,14370,0.7666666507720951,0
13049,469.537994384766,196.466171264648,85.99484252929692,0.899117112159729,13409,0.7270042896270749,1
17404,521.864990234375,211.063018798828,106.337821960449,0.863808512687683,17739,0.6846577525138859,0
14101,464.966003417969,186.483840942383,97.53321075439449,0.852325558662415,14346,0.678977251052856,1
14493,506.841003417969,219.003082275391,84.91929626464841,0.9217629432678219,14804,0.541106641292572,0
15783,510.194000244141,219.55177307128898,92.24810791015621,0.9074474573135379,16024,0.79792720079422,0
12597,451.54299926757795,189.605361938477,85.2310256958008,0.893271267414093,12858,0.6815451979637149,0
14244,488.066009521484,199.89988708496102,92.31539916992192,0.8869798183441159,14691,0.616329908370972,0
13093,470.100006103516,197.197021484375,85.7972869873047,0.900389790534973,13358,0.557386100292206,1
11546,429.680999755859,179.215957641602,82.6570129394531,0.887288630008698,11698,0.5995742082595831,1
10943,412.06100463867205,169.89025878906298,82.8292999267578,0.8730973601341251,11132,0.741395652294159,1
11778,432.256988525391,173.48620605468798,87.7586517333984,0.862619280815125,12104,0.664972901344299,1
14557,492.412994384766,205.106643676758,91.4497299194336,0.895100593566895,14961,0.735647857189178,0
14146,481.18600463867205,202.587203979492,89.9449005126953,0.8960361480712891,14495,0.603601276874542,0
16566,527.585998535156,217.094573974609,98.10107421875,0.8920778632164,16987,0.751906335353851,0
11022,417.25900268554705,168.611251831055,84.6778793334961,0.864746987819672,11259,0.607272744178772,1
15398,518.7449951171869,215.329071044922,93.0628890991211,0.901782989501953,15753,0.798154652118683,0
12410,463.489990234375,195.171493530273,82.3603057861328,0.906600713729858,12849,0.5640909075737,0
13635,455.545989990234,189.431579589844,92.07763671875,0.873918056488037,13785,0.74851781129837,1
13852,490.278991699219,213.985687255859,82.9664840698242,0.921777307987213,14158,0.728324294090271,0
11077,417.32199096679705,175.957580566406,80.5766296386719,0.8889871835708621,11246,0.6713333129882809,1
12620,458.88699340820295,193.896423339844,84.086067199707,0.9010742306709291,12866,0.7525342702865601,1
11706,428.55398559570295,175.84959411621102,85.54583740234371,0.8736963868141171,11944,0.622328519821167,1
14250,486.12399291992205,201.218933105469,91.9398193359375,0.8895106911659241,14636,0.593675792217255,0
11758,436.382995605469,177.348602294922,85.9665756225586,0.874662637710571,12190,0.763556063175201,1
13361,456.744995117188,183.19627380371102,93.64110565185551,0.85949045419693,13610,0.6856014132499699,1
9732,395.62399291992205,166.251052856445,75.5727767944336,0.890710890293121,9887,0.5865477323532099,1
13109,484.993011474609,204.728302001953,82.8482360839844,0.9144610166549679,13497,0.525116145610809,0
9994,406.643005371094,173.09851074218798,74.4651565551758,0.9027386307716371,10123,0.807009041309357,1
11316,418.549011230469,170.685699462891,85.6908798217773,0.864844977855682,11497,0.6083871126174929,1
13484,468.868988037109,195.423385620117,88.7838897705078,0.890840828418732,13786,0.7240120172500609,0
10657,407.765014648438,168.73733520507798,80.8200759887695,0.87783145904541,10826,0.609528720378876,1
11119,419.72799682617205,174.08106994628898,82.1559066772461,0.8816304206848141,11314,0.7695874571800229,1
13822,491.661010742188,212.135406494141,83.6546249389648,0.918962299823761,14073,0.654698729515076,0
12764,449.549011230469,185.938095092773,88.2393646240234,0.8802214860916141,12950,0.724321842193604,1
12981,451.326995849609,183.761856079102,91.07872772216801,0.868531167507172,13231,0.7549287676811222,1
10534,423.621002197266,176.343719482422,77.7080001831055,0.897673070430756,10826,0.8042449355125431,1
11396,431.296997070313,177.638397216797,82.8576354980469,0.884552896022797,11612,0.753205537796021,1
12148,434.307006835938,177.477691650391,88.5175018310547,0.8667442202568051,12437,0.7550500631332401,1
15583,510.691009521484,217.35154724121102,92.1208953857422,0.905740082263947,15826,0.686959981918335,0
11027,422.389007568359,172.867431640625,82.6650695800781,0.8782514333724979,11350,0.781834959983826,1
14318,491.295989990234,207.61473083496102,89.12659454345699,0.9031674861907959,14629,0.562460720539093,0
12344,442.701995849609,179.735778808594,88.92992401123051,0.869017481803894,12609,0.718970239162445,1
11639,434.60598754882795,178.853332519531,84.306037902832,0.881935715675354,11941,0.6995432376861569,1
12859,445.010009765625,184.30517578125,89.4738082885742,0.8742557764053349,13030,0.7104420065879821,0
